id,category,subject,email_text
4507,promotions,Mega Sale Today,Huge sale on electronics and fashion items. Shop today and save big.
4508,personal,Project Discussion,Hope you are doing well. Let's catch up soon.
4509,promotions,Special Offer for Members,Huge sale on electronics and fashion items. Shop today and save big.
4510,social,Event Invitation,You have a new notification from your social network account.
4511,personal,Project Discussion,Hope you are doing well. Let's catch up soon.
4512,updates,Weekly Newsletter,Your account settings were recently modified successfully.
4513,spam,Investment Opportunity,Act immediately to claim your prize before it expires.
4514,purchases,Order Confirmation,Thank you for your order. Your purchase has been confirmed.
4515,updates,Subscription Reminder,Your account settings were recently modified successfully.
4516,promotions,Exclusive Deal Just for You,Huge sale on electronics and fashion items. Shop today and save big.
4517,purchases,Invoice for Your Order,Thank you for your order. Your purchase has been confirmed.
4518,social,New Comment on Your Photo,You have a new notification from your social network account.
4519,spam,Earn Money Fast,Congratulations you have been selected to receive a huge reward. Click now.
4520,updates,Policy Update Notice,We wanted to inform you about an important update to your account.
4521,purchases,Delivery Completed,Your order is on the way and will be delivered soon.
4522,purchases,Order Confirmation,Thank you for your order. Your purchase has been confirmed.
4523,social,New Follower Alert,You have a new notification from your social network account.
4524,personal,Checking In,Just wanted to check if you are available for a quick discussion.
4525,promotions,Save Big Today,Huge sale on electronics and fashion items. Shop today and save big.
4526,spam,Claim Your Prize Now,Act immediately to claim your prize before it expires.
4527,personal,Trip Planning,Hope you are doing well. Let's catch up soon.
4528,personal,Trip Planning,Hope you are doing well. Let's catch up soon.
4529,purchases,Delivery Completed,Thank you for your order. Your purchase has been confirmed.
4530,purchases,Your Package Has Shipped,Thank you for your order. Your purchase has been confirmed.
4531,updates,Policy Update Notice,Your account settings were recently modified successfully.
4532,spam,You Won a Lottery,Congratulations you have been selected to receive a huge reward. Click now.
4533,personal,Checking In,Just wanted to check if you are available for a quick discussion.
4534,spam,You Won a Lottery,Act immediately to claim your prize before it expires.
4535,updates,Password Changed,Your account settings were recently modified successfully.
4536,updates,Account Security Alert,Your account settings were recently modified successfully.
4537,personal,Dinner Tonight,Hope you are doing well. Let's catch up soon.
4538,promotions,Special Offer for Members,Get amazing discounts on top products. Limited time promotion available now.
4539,purchases,Your Package Has Shipped,Thank you for your order. Your purchase has been confirmed.
4540,spam,Claim Your Prize Now,Act immediately to claim your prize before it expires.
4541,social,New Comment on Your Photo,Your friend interacted with your recent post. Check it out now.
4542,updates,Password Changed,Your account settings were recently modified successfully.
4543,spam,Free Gift Card Inside,Congratulations you have been selected to receive a huge reward. Click now.
4544,updates,Password Changed,Your account settings were recently modified successfully.
4545,updates,Weekly Newsletter,We wanted to inform you about an important update to your account.
4546,spam,Claim Your Prize Now,Act immediately to claim your prize before it expires.
4547,work,Client Meeting Scheduled,A meeting with the client has been scheduled to discuss the upcoming project requirements.
4548,updates,Password Changed,Your account settings were recently modified successfully.
4549,social,You Were Tagged in a Post,You have a new notification from your social network account.
4550,personal,Meeting Tomorrow,Just wanted to check if you are available for a quick discussion.
4551,social,New Friend Request,Your friend interacted with your recent post. Check it out now.
4552,purchases,Return Request Approved,Thank you for your order. Your purchase has been confirmed.
4553,personal,Meeting Tomorrow,Hope you are doing well. Let's catch up soon.
4554,spam,Free Gift Card Inside,Congratulations you have been selected to receive a huge reward. Click now.
4555,promotions,Exclusive Deal Just for You,Huge sale on electronics and fashion items. Shop today and save big.
4556,updates,Policy Update Notice,Your account settings were recently modified successfully.
4557,personal,Meeting Tomorrow,Just wanted to check if you are available for a quick discussion.
4558,updates,Weekly Newsletter,We wanted to inform you about an important update to your account.
4559,personal,Project Discussion,Hope you are doing well. Let's catch up soon.
4560,social,Event Invitation,You have a new notification from your social network account.
4561,purchases,Order Confirmation,Thank you for your order. Your purchase has been confirmed.
4562,spam,Urgent Business Proposal,Act immediately to claim your prize before it expires.
4563,promotions,Save Big Today,Get amazing discounts on top products. Limited time promotion available now.
4564,spam,Free Gift Card Inside,Act immediately to claim your prize before it expires.
4565,purchases,Receipt for Your Purchase,Thank you for your order. Your purchase has been confirmed.
4566,purchases,Invoice for Your Order,Your order is on the way and will be delivered soon.
4567,updates,Account Security Alert,We wanted to inform you about an important update to your account.
4568,purchases,Order Confirmation,Your order is on the way and will be delivered soon.
4569,spam,Investment Opportunity,Act immediately to claim your prize before it expires.
